url,postal_code,municipality,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,availability,number_of_bedrooms,livable_surface,furnished,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,garden,terrace,total_land_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/villa/for-sale/8700/aarsele/rbu62579,8700,aarsele,RBU62579,495 000 €,953 €,No,Normal,,1986,Negotiable,3,264 m²,,Yes,1,2,,Wood,No,West,,Yes,Yes,735 m²,,,179 kWh/m²/year,20251022-0003712469-RES-1,22/10/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9032/wondelgem/rbu62580,9032,wondelgem,RBU62580,399 000 €,394 €,No,Fully renovated,,,,3,144 m²,,Yes,1,1,,Gas,No,,,No,No,144 m²,,,186 kWh/m²/year,20230209-0002805748-RES-3,09/02/2033,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbu62582,9100,sint-niklaas,RBU62582,599 000 €,1 479 €,No,Normal,,2005,,4,194 m²,No,Yes,1,1,,Gas,No,South-west,,Yes,Yes,498 m²,,,181 kWh/m²/year,20251027-0003719066-RES-1,27/10/2035,Not applicable,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4400/flemalle/vbd47402,4400,flemalle,VBD47402,220 000 €,,,Under construction,No,2023,On contract,3,220 m²,No,Yes,1,2,3,Not specified,No,West,3,Yes,Yes,,,,,,,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2440/geel/rbu62585,2440,geel,RBU62585,365 000 €,,No,,No,1989,On contract,4,193 m²,,Yes,1,1,1,Gas,No,South-east,2,Yes,Yes,725 m²,,,252 kWh/m²/year,20250804-0003651221-RES-3,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd47403,4000,liege,VBD47403,374 900 €,1 115 €,No,,,,,4,168 m²,No,Yes,1,1,2,Gas,No,,2,Yes,Yes,,,Yes,154 kWh/m²/year,,13/12/2026,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4130/tilff/vbd47404,4130,tilff,VBD47404,254 900 €,,No,,No,,,3,176 m²,No,,,1,2,Gas,No,,3,No,Yes,115 m²,Yes,Yes,240 kWh/m²/year,,26/01/2035,,,,,a demarcated riparian zone
https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbd47401,4032,chenee,VBD47401,289 000 €,,No,To renovate,No,1968,On contract,4,172 m²,No,Yes,2,2,2,Gas,No,,2,Yes,Yes,235 m²,Yes,Yes,359 kWh/m²/year,,27/10/2033,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7141/carnieres/vbd47407,7141,carnieres,VBD47407,133 000 €,,No,To renovate,,,On contract,3,116 m²,,,,1,,,,,3,Yes,Yes,220 m²,,,64112 kWh/m²/year,,30/07/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9890/semmerzake/rbu62604,9890,semmerzake,RBU62604,590 000 €,,No,,No,,On contract,3,216 m²,,Yes,1,1,2,Gas,No,South,2,Yes,No,1127 m²,,,237 kWh/m²/year,20240226-0002639351-RES-2,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbd47408,6000,charleroi,VBD47408,84 500 €,,No,,,,,2,76 m²,,,,1,,,,,,,,,,,566 kWh/m²/year,,31/10/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbu62606,2490,balen,RBU62606,249 000 €,,No,,No,1939,On contract,2,162 m²,,Yes,2,1,1,Fuel oil,No,South-east,3,Yes,Yes,1296 m²,,,0 kWh/m²/year,20251008-0003704889-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/1170/watermaal-bosvoorde/vbd47412,1170,watermaal-bosvoorde,VBD47412,225 000 €,1 078 €,No,Normal,Yes,,,,70 m²,,,,,1,Gas,Yes,,,Yes,,,Yes,Yes,,,,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9185/wachtebeke/rbu62609,9185,wachtebeke,RBU62609,597 000 €,,No,,No,,,3,198 m²,,Yes,,1,2,,,,,Yes,No,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9185/wachtebeke/rbu62608,9185,wachtebeke,RBU62608,606 000 €,,No,,No,,,3,210 m²,,Yes,,1,2,,,,,Yes,No,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9185/wachtebeke/rbu62610,9185,wachtebeke,RBU62610,616 300 €,,No,,No,,,3,220 m²,,Yes,,2,2,,,,,Yes,No,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd47421,6061,montignies-sur-sambre,VBD47421,159 000 €,449 €,No,To renovate,,1899,On contract,4,154 m²,No,,,1,1,Gas,No,South,3,No,Yes,90 m²,Yes,Yes,424 kWh/m²/year,,20/03/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7160/godarville/vbd47420,7160,godarville,VBD47420,189 000 €,406 €,No,Normal,,1875,,2,139 m²,No,,,1,2,Gas,No,South,2,Yes,Yes,305 m²,,,394 kWh/m²/year,,,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8600/diksmuide/rbu62618,8600,diksmuide,RBU62618,585 000 €,,No,,,,,4,266 m²,,,,,,,,,4,Yes,,1060 m²,,,361 kWh/m²/year,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5580/ave-et-auffe/vbd47424,5580,ave-et-auffe,VBD47424,249 000 €,694 €,No,Normal,No,1918,On contract,4,156 m²,No,Yes,1,1,2,Gas,No,North-west,2,Yes,Yes,366 m²,Yes,Yes,310 kWh/m²/year,,,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7730/estaimpuis/vbd47430,7730,estaimpuis,VBD47430,345 000 €,,No,Excellent,,1950,,4,201 m²,No,,,2,2,Hot air,No,,4,Yes,Yes,208 m²,,,79 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd47429,6940,durbuy,VBD47429,415 000 €,1 410 €,No,Normal,,2006,,4,240 m²,No,Yes,,2,2,Fuel oil,No,South-east,3,Yes,Yes,1039 m²,,Yes,184 kWh/m²/year,,15/01/2035,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbu62655,2490,balen,RBU62655,489 000 €,,No,New,No,2025,,4,180 m²,No,,,1,2,Not specified,No,North,,No,No,802 m²,,,57 kWh/m²/year,13003-G-OMV_2024109728/EP20854/SV/A001/D01,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbu62656,2490,balen,RBU62656,489 000 €,,No,New,No,2025,,4,180 m²,No,,,1,2,Not specified,No,North,,No,No,734 m²,,,55 kWh/m²/year,13003-G-OMV_2024109728/EP20854/SV/A001/D02,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu62657,3700,berg,RBU62657,189 000 €,582 €,No,To be renovated,No,1955,On contract,3,170 m²,No,Yes,1,1,1,Fuel oil,No,West,,Yes,No,835 m²,,,910 kWh/m²/year,20241210-0003474732-RES-1,10/12/2034,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu62658,3700,berg,RBU62658,139 000 €,,No,To be renovated,No,1899,On contract,1,100 m²,No,,,1,1,Gas,No,East,,Yes,No,100 m²,,,492 kWh/m²/year,20250214-0003524306-RES-1,14/02/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu62659,3700,berg,RBU62659,149 000 €,404 €,No,To be renovated,No,1953,On contract,2,100 m²,No,,,1,1,Gas,No,South-east,,No,No,70 m²,,,514 kWh/m²/year,20250512-0003597835-RES-1,12/05/2035,"No, certificate does not comply",No,"Residential area of cultural, historical value",,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/3970/leopoldsburg/rbu62660,3970,leopoldsburg,RBU62660,179 000 €,736 €,No,To be renovated,No,1951,On contract,4,195 m²,No,Yes,1,1,1,Fuel oil,No,South,,Yes,No,525 m²,,,660 kWh/m²/year,20241210-0003473400-RES-1,10/12/2034,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/2440/geel/rbu62662,2440,geel,RBU62662,275 000 €,1 073 €,No,To be renovated,No,1955,On contract,3,160 m²,No,,,1,2,Gas,No,East,,Yes,Yes,347 m²,,,650 kWh/m²/year,20250729-0003655388-RES-1,29/07/2035,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9130/kieldrecht/rbu62664,9130,kieldrecht,RBU62664,525 000 €,,No,Normal,No,2015,On contract,4,232 m²,No,Yes,1,2,2,,No,South,2,Yes,Yes,243 m²,,,55 kWh/m²/year,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7387/angre/vbd47471,7387,angre,VBD47471,159 000 €,,,New,No,,On contract,3,115 m²,No,Yes,,1,2,Not specified,No,,3,Yes,Yes,,,,,,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7604/callenelle/vbd47472,7604,callenelle,VBD47472,190 000 €,188 €,No,,No,,On contract,3,152 m²,No,Yes,,1,1,,No,,3,Yes,No,502 m²,,,335 kWh/m²/year,20241024014412,24/10/2034,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/6800/libramont-chevigny/vbd47473,6800,libramont-chevigny,VBD47473,495 000 €,1 147 €,No,Normal,No,1981,,5,,No,Yes,1,2,2,Fuel oil,No,East,4,Yes,Yes,1501 m²,,Yes,207 kWh/m²/year,20250219016100,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbd47475,7712,herseaux,VBD47475,189 000 €,1 030 €,No,,No,,,4,340 m²,No,,,1,2,Gas,No,South-west,2,Yes,Yes,,,,202 kWh/m²/year,20231026001882,,No certificate,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6536/thuillies/vbd47474,6536,thuillies,VBD47474,279 000 €,566 €,No,Excellent,,,On contract,4,171 m²,,,,,2,Gas,,,2,Yes,Yes,597 m²,,,184 kWh/m²/year,,06/10/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbd47476,7712,herseaux,VBD47476,479 000 €,1 400 €,No,,No,2003,,6,275 m²,No,Yes,2,2,2,Gas,No,South-west,4,Yes,Yes,900 m²,,,147 kWh/m²/year,20250630011151,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1785/merchtem/rbu62667,1785,merchtem,RBU62667,349 000 €,508 €,No,Fully renovated,No,1936,From 01/04/2026,3,151 m²,No,,,1,1,,No,,4,Yes,Yes,380 m²,,,380 kWh/m²/year,20250806-0003658689-RES-3,,"No, certificate does not comply",Yes,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7330/saint-ghislain/vbd47480,7330,saint-ghislain,VBD47480,200 000 €,1 175 €,No,Normal,No,,Negotiable,3,170 m²,Yes,Yes,,1,2,Gas,No,East,2,Yes,No,197 m²,Yes,Yes,297 kWh/m²/year,20250327029685,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7830/hoves/vbd47481,7830,hoves,VBD47481,350 000 €,800 €,No,Normal,No,1990,,2,155 m²,No,Yes,,1,2,Fuel oil,No,,4,Yes,Yes,1800 m²,,,340 kWh/m²/year,20160408007857,08/04/2026,No certificate,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4051/vaux-sous-chevremont/vbd47484,4051,vaux-sous-chevremont,VBD47484,95 000 €,,No,,No,,,2,,No,,,,1,Gas,No,,2,No,No,,,,729 kWh/m²/year,20190226012298,26/02/2029,No certificate,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu62671,3700,berg,RBU62671,249 000 €,614 €,No,,No,1968,,3,171 m²,,,,1,,Fuel oil,,,,No,Yes,123 m²,,,268 kWh/m²/year,20251024-0003717959-RES-1,,"yes, certificate in accordance",,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2490/balen/rbu62711,2490,balen,RBU62711,239 000 €,375 €,No,To be renovated,No,1936,On contract,5,210 m²,No,Yes,1,1,1,Fuel oil,No,South-west,3,Yes,Yes,555 m²,,Yes,442 kWh/m²/year,0003101726-RES-1,,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3920/lommel/rbu62709,3920,lommel,RBU62709,435 000 €,,No,Normal,No,2001,On contract,4,246 m²,No,,,2,3,Gas,No,West,4,Yes,Yes,695 m²,Yes,Yes,160 kWh/m²/year,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8930/rekkem/rbu62712,8930,rekkem,RBU62712,185 000 €,,No,Normal,No,,On contract,2,,No,,,1,,Not specified,No,South-east,3,Yes,Yes,473 m²,Yes,Yes,327 kWh/m²/year,,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu62713,8000,brugge,RBU62713,299 000 €,924 €,No,To be renovated,No,1934,,4,191 m²,,,,1,1,Gas,,,2,Yes,Yes,211 m²,Yes,Yes,376 kWh/m²/year,3722527,,No certificate,,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbd47486,7390,quaregnon,VBD47486,155 000 €,416 €,No,Normal,No,,,2,143 m²,,,,1,2,Fuel oil,,,4,Yes,Yes,,,Yes,470 kWh/m²/year,20240201024521,01/02/2034,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3890/montenaken/rbu62720,3890,montenaken,RBU62720,549 000 €,1 004 €,No,,No,1991,,3,287 m²,,Yes,1,2,1,Fuel oil,,,4,Yes,Yes,5661 m²,,Yes,342 kWh/m²/year,20190612-0002168712-RES-2,,No certificate,,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu62677,9620,zottegem,RBU62677,210 000 €,1 088 €,No,To be renovated,No,1935,On contract,4,212 m²,No,,,1,1,Fuel oil,No,North,2,Yes,Yes,310 m²,,Yes,521 kWh/m²/year,20231011-0003011974-RES-1,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9660/brakel/rbu62678,9660,brakel,RBU62678,275 000 €,966 €,No,Normal,No,1938,,3,172 m²,No,Yes,1,1,2,Gas,No,South-west,2,No,Yes,226 m²,Yes,Yes,291 kWh/m²/year,20240610-0003277491-RES-1,10/06/2034,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu62674,9620,zottegem,RBU62674,545 000 €,1 399 €,No,Normal,No,,On contract,4,363 m²,No,Yes,,,,Gas,No,,2,Yes,Yes,,,,272 kWh/m²/year,20241007-0003393353-RES-2,30/09/2034,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbu62679,9500,geraardsbergen,RBU62679,169 000 €,252 €,No,To be renovated,No,1935,,2,199 m²,No,,,2,2,Gas,No,West,3,No,Yes,137 m²,Yes,Yes,478 kWh/m²/year,20250909-0003682286-RES-1,,Not applicable,Yes,"Residential area of cultural, historical value",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1760/roosdaal/rbu62690,1760,roosdaal,RBU62690,449 000 €,889 €,No,Normal,No,1979,Negotiable,3,155 m²,No,Yes,1,1,2,Gas,No,East,3,Yes,Yes,360 m²,Yes,Yes,356 kWh/m²/year,20250922-0003680239-RES-2,,"No, certificate does not comply",No,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9320/nieuwerkerken/rbu62683,9320,nieuwerkerken,RBU62683,215 000 €,344 €,No,Normal,No,,,3,120 m²,No,,,1,1,Gas,No,East,2,Yes,Yes,199 m²,,,293 kWh/m²/year,20250718-0003650205-RES-1,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1080/sint-jans-molenbeek/rbu62682,1080,sint-jans-molenbeek,RBU62682,429 000 €,2 124 €,No,To be renovated,No,1986,On contract,3,151 m²,No,Yes,1,1,2,Gas,No,North-west,3,Yes,Yes,287 m²,Yes,Yes,301 kWh/m²/year,20241122-00000686568-01-2,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9690/kluisbergen/rbu62684,9690,kluisbergen,RBU62684,275 000 €,343 €,No,Normal,No,,On contract,4,177 m²,No,Yes,,1,1,,No,North-west,3,Yes,Yes,531 m²,Yes,Yes,692 kWh/m²/year,20240322-0003162731-RES-1,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbu62691,9550,herzele,RBU62691,219 000 €,349 €,No,To be renovated,No,1899,On contract,3,176 m²,No,Yes,1,,,Not specified,No,,2,Yes,No,815 m²,,,260 kWh/m²/year,20200804-0002299488-RES-1,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2260/westerlo/rbu62735,2260,westerlo,RBU62735,495 000 €,,No,New,No,2024,Immediately,3,183 m²,No,,,1,2,,No,West,3,Yes,Yes,430 m²,,Yes,,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbu62687,9550,herzele,RBU62687,325 000 €,783 €,No,,No,1967,,3,152 m²,No,Yes,1,1,1,Fuel oil,No,,4,Yes,Yes,720 m²,,,805 kWh/m²/year,20240903-0003355427-RES-1,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu62689,9620,zottegem,RBU62689,280 000 €,604 €,No,To be renovated,No,1950,On contract,3,153 m²,No,Yes,1,1,1,Electricity,No,North-west,3,Yes,No,499 m²,,,900 kWh/m²/year,20250518-0003603733-RES-1,18/05/2035,"No, certificate does not comply",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2500/koningshooikt/rbu62733,2500,koningshooikt,RBU62733,420 000 €,,No,,No,1996,,4,242 m²,,Yes,,1,3,Gas,,,4,Yes,Yes,1028 m²,Yes,Yes,170 kWh/m²/year,20220323-0002569531-RES-1,,No certificate,,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1910/kampenhout/rbu62801,1910,kampenhout,RBU62801,499 000 €,,No,Excellent,No,1978,,3,162 m²,,Yes,1,1,2,Wood,,,4,Yes,Yes,715 m²,,Yes,220 kWh/m²/year,20250714-0003646753-RES-1,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mansion/for-sale/3840/borgloon/rbu62802,3840,borgloon,RBU62802,1 999 000 €,5 240 €,No,To be renovated,No,1541,,50,1715 m²,,,,50,50,,,,,Yes,No,26200 m²,,,,,,No certificate,,Park zone,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1930/zaventem/rbu62800,1930,zaventem,RBU62800,655 000 €,2 528 €,No,Excellent,No,1983,,4,281 m²,,Yes,1,1,2,Gas,,,4,Yes,Yes,774 m²,Yes,Yes,331 kWh/m²/year,20250811-0003662327-RES-1,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/6440/froidchapelle/vbd47488,6440,froidchapelle,VBD47488,460 000 €,1 245 €,No,New,No,2022,On contract,3,220 m²,No,Yes,1,2,2,Not specified,No,North,4,Yes,Yes,1066 m²,,,80 kWh/m²/year,20250624503956,24/06/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu62954,2170,merksem,RBU62954,279 000 €,,No,,No,,,3,168 m²,,,,1,1,Gas,,,,No,No,129 m²,,,,,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3830/wellen/rbu62848,3830,wellen,RBU62848,495 000 €,974 €,No,Excellent,No,2014,,3,263 m²,,Yes,2,1,1,,,,4,Yes,Yes,588 m²,,Yes,106 kWh/m²/year,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbd47489,7700,luingne,VBD47489,179 000 €,,No,,No,,,,134 m²,,Yes,,,,,,,,Yes,Yes,191 m²,,,218 kWh/m²/year,,30/10/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu62956,2170,merksem,RBU62956,279 000 €,,No,To be renovated,No,,,2,161 m²,,Yes,,1,2,Gas,,,,Yes,No,112 m²,,,396 kWh/m²/year,,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu62973,3650,dilsen-stokkem,RBU62973,695 000 €,1 597 €,No,,,1994,On contract,4,269 m²,No,Yes,2,1,,,,,4,Yes,Yes,2539 m²,,,230 kWh/m²/year,,22/10/2035,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3680/maaseik/rbu62972,3680,maaseik,RBU62972,389 000 €,604 €,No,,,1954,On contract,3,135 m²,,,,1,,Gas,,,3,Yes,Yes,789 m²,,,99 kWh/m²/year,,05/04/2033,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9890/gavere/rbu62694,9890,gavere,RBU62694,545 000 €,741 €,No,Normal,No,2011,,4,212 m²,No,,,2,2,Electricity,Yes,West,3,Yes,Yes,515 m²,,,3 kWh/m²/year,20240707-0003305013-RES-1,,"yes, certificate in accordance",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9630/sint-blasius-boekel/rbu62692,9630,sint-blasius-boekel,RBU62692,299 000 €,540 €,No,To be renovated,No,1955,,5,528 m²,No,,,1,2,Fuel oil,No,North-west,2,Yes,Yes,1260 m²,,Yes,921 kWh/m²/year,20220329-0002572192-RES-1,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1850/grimbergen/rbu62697,1850,grimbergen,RBU62697,329 000 €,473 €,No,Normal,No,1932,On contract,3,112 m²,No,,,1,2,Gas,No,North-west,3,Yes,Yes,240 m²,Yes,Yes,385 kWh/m²/year,20250722-0003513065-RES-2,,"yes, certificate in accordance",Yes,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9690/kluisbergen/rbu62696,9690,kluisbergen,RBU62696,209 000 €,178 €,No,Normal,No,1930,On contract,2,115 m²,No,,,1,1,Gas,No,,2,No,No,183 m²,,,355 kWh/m²/year,2351283,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9032/wondelgem/rbu62695,9032,wondelgem,RBU62695,449 000 €,404 €,No,Normal,No,1939,Negotiable,4,120 m²,No,,,2,3,Gas,No,,2,No,No,65 m²,Yes,Yes,221 kWh/m²/year,20250918-0003689586-RES-1,,"yes, certificate in accordance",Yes,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9661/parike/rbu62699,9661,parike,RBU62699,830 000 €,1 097 €,No,Normal,No,1948,Negotiable,4,291 m²,No,Yes,1,1,2,Gas,No,North-east,3,Yes,Yes,4810 m²,,,133 kWh/m²/year,20250130-00035808946-RES-2,,Not applicable,,Agricultural areas with beautiful scenery,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu62698,9620,zottegem,RBU62698,375 000 €,704 €,No,Normal,No,1936,Negotiable,4,252 m²,No,Yes,1,1,2,Gas,No,North-east,2,Yes,Yes,219 m²,Yes,Yes,260 kWh/m²/year,20250321-0003547170-RES-1,21/03/2035,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu62703,9620,zottegem,RBU62703,165 000 €,438 €,No,To be renovated,No,1938,,4,177 m²,No,,,1,1,Gas,No,East,3,No,Yes,110 m²,,,647 kWh/m²/year,20231222-0003087924-RES-1,22/12/2033,Not applicable,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3190/boortmeerbeek/rbu62705,3190,boortmeerbeek,RBU62705,335 000 €,268 €,No,Excellent,No,1956,,2,163 m²,,,,1,,Gas,,,,Yes,Yes,525 m²,Yes,Yes,227 kWh/m²/year,,,"No, certificate does not comply",Yes,"Residential zone (residential, urban)",,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6953/ambly/vbd47492,6953,ambly,VBD47492,230 000 €,537 €,No,To be renovated,No,1850,Immediately,3,180 m²,No,,,2,1,Wood,No,North-east,4,Yes,Yes,973 m²,,,498 kWh/m²/year,,27/10/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd47494,5300,andenne,VBD47494,340 000 €,1 521 €,No,Normal,No,2016,,3,166 m²,No,,,1,2,Gas,No,West,4,Yes,Yes,588 m²,Yes,Yes,63 kWh/m²/year,,25/10/2027,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9820/merelbeke/rbu62975,9820,merelbeke,RBU62975,660 000 €,1 078 €,No,,No,2012,,3,246 m²,,,,2,2,,,,4,Yes,Yes,584 m²,Yes,,108 kWh/m²/year,Certificaat-20251030-0003721221-RES-1,,No certificate,,Area info not available,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4680/oupeye/vbd47496,4680,oupeye,VBD47496,440 000 €,648 €,No,Normal,,,On contract,3,269 m²,No,Yes,1,3,2,Gas,No,South-east,3,Yes,Yes,1409 m²,Yes,,281 kWh/m²/year,,,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/bungalow/for-sale/4600/vise/vbd47498,4600,vise,VBD47498,365 000 €,,No,Normal,,,On contract,3,165 m²,No,Yes,1,1,2,Gas,No,,4,Yes,Yes,460 m²,Yes,Yes,321 kWh/m²/year,,10/12/2034,"yes, certificate in accordance",,,no flooding area,(information not available)
